cause,effect,lag_weeks,f_stat,p_value,n,q_value_fdr,pass_fdr_05
电子,批发和零售业,2,1.97303941256425,0.1426254646542151,155,0.25824492416680367,False
非金属矿物制品业,制造业,4,1.7360953438896494,0.1452120975148523,153,0.26138177552673414,False
居民生活,大工业电量,1,2.1242130596596116,0.1470366715872523,156,0.2621079811355292,False
石化,合计,1,2.109085208317137,0.1484744706959289,156,0.2621079811355292,False
电子,化学制品制造业,4,1.7186285649736774,0.14902683020650376,153,0.2621079811355292,False
商业用电,住宿和餐饮业,1,2.103161964632764,0.14904179319471267,156,0.2621079811355292,False
电子,交通仓储和邮政业,1,2.072676083798878,0.15200110033148317,156,0.2657847811510506,False
商业用电,交通仓储和邮政业,4,1.6816958420377732,0.15740170450086466,153,0.27366432714354877,False
非金属矿物制品业,合计,2,1.8540123796841914,0.16017834606854975,155,0.276918496593086,False
纺织业,石化,4,1.6627320464482143,0.16186954883896698,153,0.2782701232849657,False
黑色金属冶炼,居民生活,2,1.8210695784401005,0.16541258109941492,155,0.2827723453431339,False
纺织业,交通仓储和邮政业,1,1.9247004997415502,0.1673568977500035,156,0.2834299225901764,False
居民生活,合计,1,1.9151291856592745,0.16841010577616977,156,0.2834299225901764,False
农业,电子,3,1.7047785015725851,0.1685759670307585,154,0.2834299225901764,False
制造业,交通仓储和邮政业,1,1.7708799573031606,0.1852530350009114,156,0.309767370001524,False
农业,商业用电,3,1.601624174201056,0.19153080855371496,154,0.31852406205128686,False
石化,交通仓储和邮政业,1,1.7018873884091823,0.19400024814187544,156,0.3208868969265615,False
